CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade
53439,CMN,113,Small Group Communication,B,LCD,120158,"Bryan, Ann L",3,11,5,5,2,2,0,0,0,0,0,0,0,0,3.66
53445,CMN,204,Internship in Teaching Comm,1,LCD,120158,"Giorgio, Grace A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53450,CMN,211,Business Communication,1,LCD,120158,"Ditewig-Morris, Kathleen",0,10,1,1,2,1,1,1,2,0,2,0,1,0,2.97
53451,CMN,211,Business Communication,2,LCD,120158,"Ditewig-Morris, Kathleen",0,9,4,3,1,3,1,0,3,0,0,0,0,0,3.29
53452,CMN,211,Business Communication,3,LCD,120158,"Costello, Thomas J",0,18,0,2,1,1,0,0,0,0,0,0,0,0,3.83
61258,CMN,211,Business Communication,4,LCD,120158,"Costello, Thomas J",0,15,0,2,1,2,0,1,0,0,0,0,0,0,3.67
53453,CMN,212,Intro to Organizational Comm,1,LCD,120158,"Proulx, Jeffrey",0,2,5,5,5,0,5,2,1,0,0,0,1,0,2.9
53454,CMN,212,Intro to Organizational Comm,2,LCD,120158,"Poole, Marshall S",2,7,3,4,8,3,0,0,2,0,0,0,0,0,3.3
53455,CMN,212,Intro to Organizational Comm,3,LCD,120158,"Lambert, Natalie",6,4,4,2,6,2,2,1,1,0,0,0,1,0,3.21
53456,CMN,212,Intro to Organizational Comm,4,LCD,120158,"Lambert, Natalie",3,7,5,4,3,1,1,2,0,0,0,0,0,0,3.45
53458,CMN,220,Communicating Public Policy,1,LCD,120158,"Mixon, Anita",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53459,CMN,220,Communicating Public Policy,2,LCD,120158,"Mixon, Anita",0,12,6,0,2,2,1,0,0,0,0,0,0,0,3.64
53467,CMN,230,Intro to Interpersonal Comm,AL,LEC,120158,"Abendschein, Bryan",5,34,32,16,27,11,8,5,3,1,2,0,1,1,3.27
53464,CMN,232,Intro to Intercultural Comm,1,LCD,120158,"Koven, Michele E",2,15,7,2,1,0,0,0,0,0,1,0,0,0,3.73
61114,CMN,232,Intro to Intercultural Comm,2,LCD,120158,"Moga, Jillian L",1,9,10,6,1,0,0,1,0,0,0,0,0,0,3.63
53992,CMN,260,Intro to Health Communication,1,LCD,120158,"LaVoie, Nicole",0,6,10,5,5,3,0,0,1,0,0,0,0,0,3.4
53993,CMN,260,Intro to Health Communication,2,LCD,120158,"LaVoie, Nicole",0,7,7,5,5,1,0,0,1,1,1,1,0,0,3.2
61727,CMN,260,Intro to Health Communication,3,LCD,120158,"Guntzviller, Lisa",1,7,3,2,8,4,4,0,0,1,0,0,0,0,3.17
64495,CMN,260,Intro to Health Communication,4,LCD,120158,"Reynolds-Tylus, Tobias J",5,5,6,1,7,3,1,0,1,0,0,0,0,0,3.39
53476,CMN,277,Intro to Mediated Comm,AL,LEC,120158,"Tewksbury, David H",2,13,8,12,16,6,10,12,5,4,5,2,3,1,2.66
53991,CMN,280,Comm Technology & Society,A,LEC,120158,"Jackson, Sally A",0,19,3,1,2,1,1,0,2,0,1,0,0,0,3.52
55625,CMN,310,The Rhetorical Tradition,1,LCD,120158,"McKean, Paul R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65022,CMN,310,The Rhetorical Tradition,2,LCD,120158,"McKean, Paul R",0,7,5,5,3,1,0,4,0,0,0,0,0,0,3.31
53485,CMN,321,Strategies of Persuasion,1,LCD,120158,"Murphy, John M",0,8,10,10,53,6,19,31,7,6,13,0,14,1,2.35
53491,CMN,323,Argumentation,1,LCD,120158,"Bellwood, Alia R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53492,CMN,323,Argumentation,2,LCD,120158,"Bellwood, Alia R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53493,CMN,323,Argumentation,3,LCD,120158,"Jacobs, Curtis S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53494,CMN,323,Argumentation,4,LCD,120158,"Jacobs, Curtis S",0,10,1,7,3,0,0,0,0,0,0,0,0,0,3.62
57534,CMN,326,Mass Media and the Audience,1,LCD,120158,"Riles, Julius M",1,7,1,10,3,1,4,0,0,2,0,0,1,0,3.09
58687,CMN,326,Mass Media and the Audience,2,LCD,120158,"Dixon, Travis L",0,4,4,4,3,4,3,1,1,1,0,0,0,0,3.03
53994,CMN,336,Family Communication,1,LCD,120158,"Basinger, Erin D",0,19,5,2,2,1,1,0,0,0,0,0,0,0,3.73
53995,CMN,336,Family Communication,2,LCD,120158,"Basinger, Erin D",0,13,1,6,5,2,0,1,0,1,0,0,0,0,3.42
61387,CMN,336,Family Communication,3,LCD,120158,"Pusateri, Kimberly B",2,1,3,1,8,2,4,0,1,1,2,0,1,1,2.69
61388,CMN,336,Family Communication,4,LCD,120158,"Pusateri, Kimberly B",2,2,8,4,3,2,2,2,0,0,0,0,2,0,3.03
65091,CMN,336,Family Communication,5,LCD,120158,"Wehrman, Erin C",3,7,13,2,1,2,1,0,0,0,0,0,0,1,3.62
65092,CMN,336,Family Communication,6,LCD,120158,"Wehrman, Erin C",2,5,4,7,4,5,0,0,0,0,1,0,0,0,3.3
54054,CMN,340,Visual Politics,1,LCD,120158,"Bruner, Katie",2,13,5,2,5,0,0,0,0,0,0,0,0,0,3.7
61773,CMN,340,Visual Politics,2,LCD,120158,"Bruner, Katie",4,11,2,6,4,2,0,0,0,0,0,0,0,0,3.61
62002,CMN,340,Visual Politics,3,LCD,120158,"Bisbee, Donovan S",0,8,8,4,4,3,1,2,0,0,0,0,0,0,3.37
65085,CMN,340,Visual Politics,4,LCD,120158,"Irwin, Katie L",2,18,1,1,7,2,0,0,0,0,0,0,1,0,3.54
56053,CMN,368,Sexual Communication,AL,LEC,120158,"Ramey, Mary E",4,104,15,16,89,5,5,20,0,0,3,0,1,2,3.34
53503,CMN,396,Media and Youth Culture,1A,LCD,120158,"Hebert, Mary Grace B",0,7,8,4,4,1,2,0,1,0,2,1,0,0,3.15
53997,CMN,396,Media and Youth Culture,1B,LCD,120158,"Hebert, Mary Grace B",2,6,7,2,2,5,0,0,1,3,0,0,1,0,3.08
53504,CMN,396,Performing Rhetoric,2A,LCD,120158,"Bishop, Mardia J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65151,CMN,396,Performing Rhetoric,2B,LCD,120158,"Bishop, Mardia J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53506,CMN,396,VIsual Media Effects,3,LCD,120158,"Bigsby, Elisabeth",0,7,2,1,10,8,2,3,1,1,0,0,0,0,2.96
53505,CMN,396,Social Movement Communication,4,LCD,120158,"Cisneros, Josue D",0,0,7,2,11,1,1,1,0,0,0,0,1,0,3.01
53998,CMN,396,Relationships & Tech,5A,DIS,120158,"Roache, David J",2,4,5,7,3,2,1,1,1,2,0,0,0,0,3.17
65641,CMN,396,Org Comm & Diversity,6,LCD,120158,"Wright-Dixon, Trina J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53522,CMN,421,Persuasion Theory & Research,1U,LCD,120158,"Bigsby, Elisabeth",0,3,4,3,7,1,1,4,1,0,1,0,1,0,2.86
53527,CMN,429,Race and the Mass Media,1U,LCD,120158,"Bigman-Galimore, Cabral A",0,2,1,5,6,8,0,1,2,0,1,0,1,0,2.76
58707,CMN,429,Race and the Mass Media,2U,LCD,120158,"Dixon, Travis L",1,8,1,4,3,2,1,4,4,0,3,0,0,0,2.85
54921,CMN,435,Adv Interpersonal Comm,1,LCD,120158,"Ramey, Mary E",2,5,16,3,4,0,0,0,0,0,0,0,0,0,3.62
54922,CMN,435,Adv Interpersonal Comm,2,LCD,120158,"Ramey, Mary E",1,7,10,7,1,1,1,0,1,1,0,0,0,0,3.43
54003,CMN,462,Interpersonal Health Comm,UG,LCD,120158,"Huhman, Marian",0,11,4,3,4,1,1,1,1,1,0,0,1,0,3.24
55639,CMN,465,Social Marketing Health&Behav,MHU,LCD,120158,"Huhman, Marian",0,12,9,5,3,0,1,0,0,0,0,0,0,0,3.66
54555,CMN,496,Comm and Health Inequalities,CBU,LCD,120158,"Bigman-Galimore, Cabral A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53548,CMN,496,Communication & Culture,MKU,LCD,120158,"Koven, Michele E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53562,CMN,496,Training & Dev in Complex Org,TWD,LCD,120158,"Wright-Dixon, Trina J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60949,CMN,501,Intro to Health Communication,LW,ONL,120158,"Weiner, Lauren H",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
62397,CMN,503,Health Comm Research MethodsII,SJ,ONL,120158,"Jackson, Sally A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
63844,CMN,507,Hlth Comm Orgs Profs & Policy,JCL,ONL,120158,"Lammers, John C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53576,CMN,529,Persuasion Theory,1,LCD,120158,"Quick, Brian L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53578,CMN,529,Comm Tech & Social Change,3,LCD,120158,"Jackson, Sally A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64503,CMN,530,Family Communication Theory,1,LCD,120158,"Caughlin, John P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53581,CMN,538,Burke & Bakhtin,1,LCD,120158,"Murphy, John M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57571,CMN,538,"Rhetoric, Democrary & Citizens",2,LCD,120158,"Cisneros, Josue D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54291,CMN,574,Communication Research Methods,1,LCD,120158,"Caughlin, John P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
62134,CMN,575,Capstone Individual Study,ONL,ONL,120158,"Weiner, Lauren H",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
60574,CMN,595,Cultural Considations Hth Comm,ONL,ONL,120158,"Reznik, Rachel M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31645,CPSC,112,Introduction to Crop Sciences,AL1,LEC,120158,"Pittelkow, Cameron M",7,15,15,17,9,13,5,5,5,1,0,1,0,0,3.15
63271,CPSC,112,Introduction to Crop Sciences,AL2,LEC,120158,"Simmons, F W",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
55640,CPSC,113,"Environment, Agric, & Society",A,LCD,120158,"Rayburn, A L",8,24,17,11,4,0,5,0,1,0,0,0,1,1,3.55
58408,CPSC,213,Evolution in Action,A,ONL,120158,"Rayburn, A L",40,53,11,0,35,8,0,23,9,0,7,0,23,2,2.9
60263,CPSC,215,The Prairie and Bioenergy,A,LCD,120158,"Voigt, Thomas B",1,4,9,3,7,4,1,0,0,0,0,0,2,0,3.13
33543,CPSC,226,Introduction to Weed Science,AL1,LEC,120158,"Tranel, Patrick J",4,20,0,16,19,1,1,11,0,1,3,0,1,0,3.09
30074,CPSC,265,Genetic Engineering Lab,A,LAB,120158,"Hudson, Matthew",0,15,3,1,2,0,0,0,0,0,0,0,0,0,3.83
33480,CPSC,270,Applied Entomology,AB1,LAB,120158,"Weinzierl, Richard A",1,5,3,0,5,2,3,1,2,2,0,0,1,0,2.81
33486,CPSC,270,Applied Entomology,AB2,LAB,120158,"Weinzierl, Richard A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45228,CPSC,270,Applied Entomology,AB3,LAB,120158,"Weinzierl, Richard A",1,3,2,4,3,5,1,2,1,0,0,0,0,1,3.05
57822,CPSC,382,Organic Chem of Biol Processes,A,LCD,120158,"Briskin, Donald P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57596,CPSC,414,Forage Crops & Pasture Ecology,A,LEC,120158,"Villamil, Maria B",26,12,0,5,1,0,3,1,0,0,0,0,0,0,3.76
58725,CPSC,419,Midwest Agricultural Practices,A,LCD,120158,"Juvik, John A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30084,CPSC,426,Weed Mgt in Agronomic Crops,AL1,LEC,120158,"Riechers, Dean E",0,13,0,0,11,0,0,2,0,0,0,0,0,0,3.42
33573,CPSC,440,Applied Statistical Methods I,AL1,LEC,120158,"Lipka, Alexander E",4,14,13,14,16,10,6,8,6,0,0,1,4,2,2.93
64030,CPSC,440,Applied Statistical Methods I,ONL,ONL,120158,"Bollero, German A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50432,CPSC,440,Applied Statistical Methods I,XM,ONL,120158,"Bollero, German A",0,42,0,7,2,0,1,1,0,0,0,0,1,0,3.73
30076,CPSC,452,Evol Genetics and Genomics,A,ONL,120158,"Hanzawa, Yoshie",2,16,3,6,4,2,0,0,0,0,0,0,0,0,3.65
65730,CPSC,452,Evol Genetics and Genomics,XM,ONL,120158,"Hanzawa, Yoshie",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46800,CPSC,466,Genomics for Plant Improvement,A,LEC,120158,"Moose, Stephen P",1,20,0,0,5,0,0,2,0,0,1,0,1,1,3.47
49502,CPSC,498,Crop Sci Professional Develpmt,A,DIS,120158,"Kolb, Frederic L",0,54,3,1,1,1,0,0,0,0,0,0,0,0,3.93
65647,CPSC,555,Crop Germplasm Resources,EJS,LCD,120158,"Sacks, Erik J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39534,CPSC,558,Quantitative Plant Breeding,A,LEC,120158,"Bohn, Martin O",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53229,CPSC,564,Molecular Marker Data Analyses,A,LCD,120158,"Brown, Patrick J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33557,CPSC,588,Plant Biochemistry,A,LCD,120158,"Briskin, Donald P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41930,CPSC,593,Adv Studies in Crop Sciences,FT,ONL,120158,"Taylor, Andrea F",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41589,CPSC,593,Soil Fert in Cropping Systems,XM2,ONL,120158,"Brown, Howard M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33592,CPSC,598,Seminar,PP1,LCD,120158,"Juvik, John A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30094,CS,100,Freshman Orientation,AL1,LEC,120158,"Pitt, Leonard B",0,234,0,9,11,4,0,10,0,0,2,2,4,0,3.74
35886,CS,101,Intro Computing: Engrg & Sci,AYA,LBD,120158,"Cunningham, Ryan M",0,13,2,5,10,3,0,3,0,0,2,0,0,0,3.21
35889,CS,101,Intro Computing: Engrg & Sci,AYB,LBD,120158,"Cunningham, Ryan M",0,6,4,4,9,4,4,2,1,0,1,0,3,0,2.78
35890,CS,101,Intro Computing: Engrg & Sci,AYC,LBD,120158,"Cunningham, Ryan M",1,12,4,5,6,1,2,2,0,0,3,0,1,1,3.13
35893,CS,101,Intro Computing: Engrg & Sci,AYD,LBD,120158,"Cunningham, Ryan M",0,13,7,9,5,2,0,2,0,0,2,0,0,0,3.35
61077,CS,101,Intro Computing: Engrg & Sci,AYE,LBD,120158,"Cunningham, Ryan M",0,11,8,3,11,2,0,2,1,0,0,0,1,0,3.27
35915,CS,101,Intro Computing: Engrg & Sci,AYF,LBD,120158,"Cunningham, Ryan M",0,7,4,3,10,2,3,5,1,0,2,0,1,1,2.86
35896,CS,101,Intro Computing: Engrg & Sci,AYG,LBD,120158,"Cunningham, Ryan M",1,13,5,7,11,2,0,0,1,0,1,0,0,0,3.38
35899,CS,101,Intro Computing: Engrg & Sci,AYH,LBD,120158,"Cunningham, Ryan M",0,14,4,4,7,0,2,2,1,0,1,0,1,1,3.23
35902,CS,101,Intro Computing: Engrg & Sci,AYI,LBD,120158,"Cunningham, Ryan M",0,9,5,1,8,4,1,7,0,0,2,0,1,0,2.91
35907,CS,101,Intro Computing: Engrg & Sci,AYJ,LBD,120158,"Cunningham, Ryan M",0,14,3,5,10,2,2,1,0,0,1,0,0,0,3.33
35918,CS,101,Intro Computing: Engrg & Sci,AYK,LBD,120158,"Cunningham, Ryan M",1,20,4,5,3,2,1,1,1,0,1,0,1,0,3.42
61078,CS,101,Intro Computing: Engrg & Sci,AYL,LBD,120158,"Cunningham, Ryan M",1,11,6,7,9,0,0,4,1,0,0,0,1,0,3.25
35910,CS,101,Intro Computing: Engrg & Sci,AYM,LBD,120158,"Cunningham, Ryan M",0,7,2,7,13,1,0,6,1,0,2,0,1,0,2.9
35913,CS,101,Intro Computing: Engrg & Sci,AYN,LBD,120158,"Cunningham, Ryan M",1,14,6,4,5,3,2,4,0,0,1,0,1,0,3.22
62682,CS,101,Intro Computing: Engrg & Sci,AYO,LBD,120158,"Cunningham, Ryan M",0,10,5,4,5,2,3,3,2,0,2,0,3,0,2.83
62683,CS,101,Intro Computing: Engrg & Sci,AYP,LBD,120158,"Cunningham, Ryan M",1,7,2,2,5,2,2,5,1,0,3,0,4,0,2.52
62913,CS,101,Intro Computing: Engrg & Sci,AYQ,LBD,120158,"Cunningham, Ryan M",0,16,2,6,7,1,1,1,0,0,1,0,4,0,3.09
62914,CS,101,Intro Computing: Engrg & Sci,AYR,LBD,120158,"Cunningham, Ryan M",1,16,3,2,8,2,0,3,1,0,1,0,1,0,3.25
65267,CS,105,Intro Computing: Non-Tech,AY2,LBD,120158,"Fagen, Wade A",17,3,2,5,7,2,1,0,0,1,0,0,1,0,3.44
65268,CS,105,Intro Computing: Non-Tech,AY3,LBD,120158,"Fagen, Wade A",9,13,5,1,4,1,2,0,0,1,0,0,1,0,3.52
47174,CS,105,Intro Computing: Non-Tech,AYA,LBD,120158,"Fagen, Wade A",8,12,6,6,3,2,0,1,0,0,0,0,0,0,3.64
35827,CS,105,Intro Computing: Non-Tech,AYB,LBD,120158,"Fagen, Wade A",8,5,6,2,4,2,3,2,1,0,0,0,1,0,3.26
35828,CS,105,Intro Computing: Non-Tech,AYC,LBD,120158,"Fagen, Wade A",11,13,3,4,2,1,0,1,1,0,0,0,0,0,3.69
35847,CS,105,Intro Computing: Non-Tech,AYD,LBD,120158,"Fagen, Wade A",7,5,4,4,8,3,2,0,1,1,1,0,0,1,3.24
35831,CS,105,Intro Computing: Non-Tech,AYE,LBD,120158,"Fagen, Wade A",11,7,3,4,4,4,1,1,0,0,0,0,0,0,3.52
35833,CS,105,Intro Computing: Non-Tech,AYG,LBD,120158,"Fagen, Wade A",10,11,7,2,1,1,3,1,0,0,0,0,0,0,3.64
35835,CS,105,Intro Computing: Non-Tech,AYH,LBD,120158,"Fagen, Wade A",5,18,2,7,1,3,0,0,0,0,0,0,0,0,3.71
35836,CS,105,Intro Computing: Non-Tech,AYI,LBD,120158,"Fagen, Wade A",7,10,5,9,4,1,1,0,2,0,1,0,1,0,3.36
35837,CS,105,Intro Computing: Non-Tech,AYJ,LBD,120158,"Fagen, Wade A",10,11,6,5,5,0,1,1,0,0,0,0,0,0,3.64
35838,CS,105,Intro Computing: Non-Tech,AYK,LBD,120158,"Fagen, Wade A",14,11,7,3,3,0,0,1,0,0,0,0,0,0,3.76
35840,CS,105,Intro Computing: Non-Tech,AYL,LBD,120158,"Fagen, Wade A",11,10,8,4,3,1,1,0,0,0,0,0,1,0,3.61
35843,CS,105,Intro Computing: Non-Tech,AYM,LBD,120158,"Fagen, Wade A",16,9,2,3,1,2,0,1,2,0,1,0,0,0,3.57
47175,CS,105,Intro Computing: Non-Tech,AYN,LBD,120158,"Fagen, Wade A",11,12,4,3,1,0,1,0,0,0,0,0,2,0,3.59
35854,CS,105,Intro Computing: Non-Tech,AYP,LBD,120158,"Fagen, Wade A",15,11,2,1,2,1,1,1,1,1,0,0,1,0,3.53
35856,CS,105,Intro Computing: Non-Tech,AYQ,LBD,120158,"Fagen, Wade A",14,15,4,1,2,0,0,1,0,0,0,0,0,0,3.84
35858,CS,105,Intro Computing: Non-Tech,AYR,LBD,120158,"Fagen, Wade A",12,11,1,3,6,2,1,1,0,0,0,0,0,0,3.6
35873,CS,105,Intro Computing: Non-Tech,AYS,LBD,120158,"Fagen, Wade A",14,7,3,5,1,2,1,0,0,0,0,1,0,0,3.62
47176,CS,105,Intro Computing: Non-Tech,AYT,LBD,120158,"Fagen, Wade A",14,5,9,2,4,1,0,0,0,1,0,0,0,0,3.66
47178,CS,105,Intro Computing: Non-Tech,AYU,LBD,120158,"Fagen, Wade A",14,9,2,3,5,2,1,0,1,1,0,0,0,0,3.55
65264,CS,105,Intro Computing: Non-Tech,AYX,LBD,120158,"Fagen, Wade A",14,11,5,3,3,3,1,0,0,0,0,0,0,0,3.69
65265,CS,105,Intro Computing: Non-Tech,AYY,LBD,120158,"Fagen, Wade A",8,13,5,3,6,0,0,0,0,0,1,0,0,0,3.65
65266,CS,105,Intro Computing: Non-Tech,AYZ,LBD,120158,"Fagen, Wade A",8,5,10,4,1,2,1,0,0,2,0,0,1,2,3.39
35876,CS,125,Intro to Computer Science,AL1,LEC,120158,"Chapman, William L",51,59,17,16,10,5,8,15,1,1,0,1,3,0,3.48
35878,CS,125,Intro to Computer Science,AL2,LEC,120158,"Chapman, William L",47,57,18,12,22,5,12,12,2,2,1,0,4,0,3.4
50158,CS,125,Intro to Computer Science,AL3,LEC,120158,"Chapman, William L",54,54,7,16,17,5,14,14,1,3,0,0,5,5,3.38
51495,CS,173,Discrete Structures,ADA,DIS,120158,"Fleck, Margaret M",1,5,5,2,4,8,4,0,1,0,0,0,0,0,3.11
51496,CS,173,Discrete Structures,ADB,DIS,120158,"Fleck, Margaret M",0,8,4,3,5,3,2,1,3,0,0,0,0,1,3.15
51497,CS,173,Discrete Structures,ADC,DIS,120158,"Fleck, Margaret M",3,7,7,5,3,2,2,2,0,0,0,0,0,0,3.4
51498,CS,173,Discrete Structures,ADD,DIS,120158,"Fleck, Margaret M",1,7,5,2,6,4,0,0,1,1,0,0,0,0,3.28
51499,CS,173,Discrete Structures,ADE,DIS,120158,"Fleck, Margaret M",4,6,9,3,8,3,2,2,0,0,1,0,0,0,3.28
60278,CS,173,Discrete Structures,ADF,DIS,120158,"Fleck, Margaret M",1,11,5,5,4,3,3,3,0,1,2,0,1,0,3.06
63143,CS,173,Discrete Structures,ADG,DIS,120158,"Fleck, Margaret M",1,5,14,6,4,1,3,4,0,0,2,0,0,0,3.18
63144,CS,173,Discrete Structures,ADH,DIS,120158,"Fleck, Margaret M",2,11,4,2,6,4,4,4,3,1,0,0,0,0,3.07
63145,CS,173,Discrete Structures,ADI,DIS,120158,"Fleck, Margaret M",0,6,6,3,3,7,1,5,3,2,1,1,1,0,2.7
63146,CS,173,Discrete Structures,ADJ,DIS,120158,"Fleck, Margaret M",1,7,7,10,4,4,3,0,0,0,1,0,0,0,3.29
51500,CS,173,Discrete Structures,BDA,DIS,120158,"Fleck, Margaret M",4,1,3,4,5,1,2,0,1,3,0,1,0,0,2.92
51469,CS,173,Discrete Structures,BDB,DIS,120158,"Fleck, Margaret M",5,0,2,3,9,2,2,0,1,1,1,0,1,0,2.9
58923,CS,173,Discrete Structures,BDC,DIS,120158,"Fleck, Margaret M",4,2,4,4,4,4,2,2,1,0,0,0,0,0,3.15
59602,CS,173,Discrete Structures,BDD,DIS,120158,"Fleck, Margaret M",6,0,3,3,4,4,1,1,2,1,3,2,0,0,2.7
59603,CS,173,Discrete Structures,BDE,DIS,120158,"Fleck, Margaret M",6,5,8,5,3,0,1,1,0,1,0,1,0,0,3.4
60279,CS,173,Discrete Structures,BDF,DIS,120158,"Fleck, Margaret M",2,5,2,3,1,3,4,1,0,0,0,0,0,0,3.22
31508,CS,196,Freshman Honors,25,LCD,120158,"Chapman, William L",62,55,9,1,5,2,1,4,0,0,0,0,1,1,3.82
58187,CS,196,Freshman Honors,73,LCD,120158,"Fleck, Margaret M",8,12,5,0,1,0,0,1,0,0,1,0,1,0,3.6
64580,CS,199,Problem Solving W/Data Struct,205,LBD,120158,"Heeren, Cinda",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64386,CS,199,Undergraduate Open Seminar,CH,LEC,120158,"Heeren, Cinda",0,24,0,0,0,0,0,1,0,0,0,0,0,0,3.92
55186,CS,199,De-Bug your Brain,DYB,LEC,120158,"Chapman, William L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
56131,CS,199,Hypergraphics,G1H,LCD,120158,"Francis, George K",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
59318,CS,199,PURE Program,PUR,LCD,120158,"Pitt, Leonard B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31516,CS,210,Ethical & Professional Issues,AL1,LCD,120158,"Cunningham, Ryan M",3,106,32,10,21,5,1,3,0,0,1,0,2,1,3.65
35917,CS,225,Data Structures,AL1,LEC,120158,"Heeren, Cinda",5,89,48,26,56,13,13,20,4,0,12,0,12,3,3.12
35919,CS,225,Data Structures,AL2,LEC,120158,"Heeren, Cinda",3,86,36,23,39,19,16,26,11,0,20,0,11,3,2.97
63733,CS,233,Computer Architecture,AL1,LEC,120158,"Zilles, Craig",7,44,4,7,54,4,4,29,2,0,4,3,3,5,2.98
64513,CS,233,Computer Architecture,AL2,LEC,120158,"Zilles, Craig",5,37,8,6,39,5,3,24,7,0,4,2,8,0,2.84
45300,CS,241,System Programming,AL1,LEC,120158,"Angrave, Lawrence C",14,17,13,33,16,18,7,14,8,13,7,9,4,2,2.69
