CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade
58841,RLST,110,World Religions,ADK,DIS,120158,"Davidson, Wesley N",0,4,2,10,5,2,2,0,0,0,1,0,1,0,3.06
58843,RLST,110,World Religions,ADL,DIS,120158,"Nielsen, Cameron C",1,5,3,4,3,7,1,1,0,1,1,0,0,0,3.06
61600,RLST,110,World Religions,ADM,DIS,120158,"Tatman, Dallas C",1,3,6,1,1,8,3,1,2,1,0,0,0,0,2.94
61602,RLST,110,World Religions,ADN,DIS,120158,"Tatman, Dallas C",0,3,3,9,2,8,1,0,0,0,0,0,0,0,3.18
61604,RLST,110,World Religions,ADO,DIS,120158,"Mitchell, Nicholas R",1,4,2,2,5,8,2,2,0,0,0,1,0,0,2.95
61606,RLST,110,World Religions,ADP,DIS,120158,"Nielsen, Cameron C",3,0,5,1,6,5,6,0,0,0,1,0,1,0,2.86
61608,RLST,110,World Religions,ADQ,DIS,120158,"Tatman, Dallas C",0,7,1,5,2,7,2,0,1,0,0,0,0,0,3.17
61610,RLST,110,World Religions,ADR,DIS,120158,"Mitchell, Nicholas R",2,3,4,5,3,2,4,3,1,0,0,0,0,0,3.06
64067,RLST,110,World Religions,ADS,DIS,120158,"Scheele, Genevieve V",1,5,5,4,1,3,2,2,1,1,0,0,0,0,3.13
64068,RLST,110,World Religions,ADT,DIS,120158,"Scheele, Genevieve V",2,7,7,2,1,4,1,3,1,0,0,0,0,0,3.29
40304,RLST,132,Zen,A,LCD,120158,"Mayer, Alexander L",3,4,9,10,6,5,2,0,0,0,0,0,0,0,3.34
